custom_id,row_index,label,coverage,vote_share,mixed,disagreement,sort_group,fully_observed,gpt-4.1-mini,gpt-4.1-nano,gpt-5-nano,gpt-5.4-nano,gpt-5-mini,gpt-5.4,gpt-5.1,gpt-5.2
$hash_R07uH/oJsI5y+WaMe1sjLw==,15,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_TDCUI8DNjie+OmmRyrbvkQ==,16,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_U5hXPnvIKA2Z72wdcHXYUg==,17,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_XO1qdmBV7DCDdlGNssivGQ==,18,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_a3vb4r8fGy0LUUptP1HEsg==,19,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_cufQ5wV7hqP8mOmcoHbegA==,20,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_d94XSKeo5YcDgjTE3XsJjg==,21,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_eCp+ujfhoaqSdctG6ZYeyg==,22,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_gBaVTiL5dNEnlWlHzJ0GJw==,23,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_gNjBOmzQ5z3IoMmAPO5HgA==,24,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_i38zwACMGV9gm7H8zBNqqQ==,25,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_lBYbF+tkvwqVNYIE+sEb0w==,26,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_tBYsoK7X6ZD3+UBzO29KdA==,27,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_tUUy9+RU0olO5qasXvxowg==,28,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_v/f5+Gaf2b3qtdhi3LJ1AA==,29,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_xmwH7SUvr5VrNr3zJB7umg==,30,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
$hash_yaf/XZ50GgQZ6k7i6iMgfg==,31,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3728077263305712627,32,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3728686540512871671,33,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3728759565820105035,34,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3728808244031293317,35,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3728820585083215033,36,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3728820922598865162,37,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3728864977328340851,38,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3728976431050177095,39,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729478506812808903,40,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729480989454929385,41,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729482575765889229,42,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729517284814281257,43,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729560891583952222,44,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729612771349291142,45,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729614434223048076,46,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729615399718264532,47,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729636397436024643,48,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3729665628303787949,49,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3730019972492563732,50,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3730069015214191844,51,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3730071847359232123,52,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3730121363441628580,53,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3730128762076716207,54,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3730315390191686056,55,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3730387545273167811,56,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3731516947818098636,57,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3731570949356266804,58,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3731575141168848096,59,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3731587940355997131,60,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3731617460924464974,61,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3731704554002874229,62,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732133659193901955,63,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732249364555948213,64,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732294071684229171,65,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732335797644080447,66,False,6,0.0,False,0.0,0,False,False,,,False,False,False,False,False
3732356151896488711,67,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732479233252715362,68,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732492806926118740,69,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732496947291417931,70,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732498541806618724,71,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3732642792091449674,72,False,6,0.0,False,0.0,0,False,,False,False,False,False,False,False,
3732991112672737332,73,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733011417675658239,74,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733011904583999298,75,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733017583008910802,76,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733031296445449757,77,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733048232717855296,78,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733066605195478775,79,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733078658542761238,80,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733084020582925408,81,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733099854634482862,82,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733103784504340747,83,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733139982916564930,84,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733159328086773926,85,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733213838251442113,86,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733219495192867851,87,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733220316043342569,88,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733785227412688501,89,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733799460254807098,90,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733811986921167086,91,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733813506408589414,92,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733814878541581337,93,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733815448362869842,94,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733823861331486275,95,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733828701910731272,96,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733880338012500032,97,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733900341067709871,98,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733945350764413212,99,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733946341316379295,100,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733951327051983752,101,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733986894683078627,102,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3733989350305471190,103,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3734447860612604812,104,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3734512231669866134,105,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3734517849277356195,106,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735135745737265640,107,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735154498394972896,108,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735416400618722224,109,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735421389424602045,110,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735444511909246974,111,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735445828778086371,112,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735446015223312220,113,False,7,0.0,False,0.0,0,False,False,False,False,False,False,False,,False
3735446073289252043,114,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735463393558804856,115,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735898677865624954,116,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735902095300682127,117,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735902722508510197,118,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735921460578376112,119,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3735931233181135259,120,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736044143987427922,121,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736045823621623489,122,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736110206817174203,123,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736133379944149126,124,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736149229757268438,125,False,7,0.0,False,0.0,0,False,False,False,False,False,False,False,False,
3736650276170915241,126,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736650435067927081,127,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736778377555091905,128,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736820929079832657,129,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3736898843007803947,130,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737226241150339384,131,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737553225491035978,132,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737556369978240668,133,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737556821235018303,134,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737557875834037054,135,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737566890274096352,136,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737569411872919819,137,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737574453434522251,138,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737578749609921904,139,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737578893558431765,140,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737584321398615895,141,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737590354603172901,142,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737591692896515402,143,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737592973123708138,144,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737593533096839785,145,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737605639511031045,146,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737605996261742823,147,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737608789609195124,148,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737610439539654758,149,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737621970109153610,150,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737626093579672190,151,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737635247832767350,152,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737636466051598521,153,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737639899374678255,154,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737641923939983635,155,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737642270557308674,156,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737649988118553278,157,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737693389786457565,158,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737719822558725362,159,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737724049083079360,160,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737725411275744544,161,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737726561320322410,162,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737763243973168274,163,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737981652195659532,164,False,7,0.0,False,0.0,0,False,False,False,False,False,False,False,,False
3737982242829157204,165,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3737994055482529381,166,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738007964960472116,167,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738017459429977422,168,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738033119032029247,169,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738038638198396505,170,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738039782228384704,171,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738051628939368065,172,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738052676006188884,173,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738053202080175742,174,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738053772052593831,175,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738054946206008330,176,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738057299664362649,177,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738186269848254957,178,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738251435885492922,179,False,5,0.0,False,0.0,0,False,,,False,False,False,False,False,
3738372158650100029,180,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738374401386411993,181,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738388017053443776,182,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738405827527895815,183,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738406709288023670,184,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
3738407062196754225,185,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553087389183364374,186,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553160106070773014,187,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553192391616892182,188,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553194019493301526,189,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553207516667088150,190,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553224068212772118,191,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553235551759912214,192,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553243860231556374,193,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553245345472417046,194,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553249103598128406,195,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553254428409629974,196,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553257940745014550,197,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553265599636409622,198,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553267978779856150,199,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553271532953308438,200,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553271789523143938,201,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553275316735610134,202,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553284309356956931,203,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553285024313986307,204,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553288434069064982,205,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553288850928389398,206,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553292345593187606,207,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553294737491496214,208,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553295003657800982,209,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553298265450564886,210,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553303526995217686,211,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553304736829738262,212,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553305680178973974,213,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553309805784354070,214,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553313846681734422,215,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553316190144236822,216,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553322206315433238,217,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553322640803450134,218,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553328577056410902,219,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553330749424798998,220,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553332913224404246,221,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553333861095050518,222,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553341685636566294,223,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553342382813760771,224,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553343645903113494,225,False,7,0.0,False,0.0,0,False,False,False,,False,False,False,False,False
7553344895587585302,226,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553346685259287830,227,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553347887254621462,228,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553354926378781974,229,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553358431781178646,230,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553359973049191702,231,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553366119235538198,232,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553370468791635222,233,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553371613794798870,234,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553373346122009878,235,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553374503066176790,236,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553376148076399894,237,False,7,0.0,False,0.0,0,False,False,False,False,False,False,,False,False
7553386998782840086,238,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553390825447673110,239,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553431733476019478,240,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553555461837196567,241,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553579807137598742,242,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553596824834084118,243,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553599021164645654,244,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553605594192678166,245,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553605965258575126,246,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553610358485749014,247,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553611526704286998,248,False,7,0.0,False,0.0,0,False,False,False,False,False,False,,False,False
7553614477485296918,249,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553614711334407446,250,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553615000896687382,251,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553616710859836694,252,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553616852795051286,253,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553617513016266006,254,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553621355678305558,255,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553623930687212822,256,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553625272726195479,257,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553632471712124182,258,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553633762999831830,259,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553638910069509398,260,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553642048474058006,261,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553653544272842006,262,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553654661807377686,263,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553655221730184470,264,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553658277687577878,265,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553662857083194646,266,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553668140677336342,267,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553676134202952963,268,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553679569719512342,269,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553681947298368790,270,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553683059271372054,271,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553685583504149782,272,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553686502983650582,273,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553688114351574274,274,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553693765693607190,275,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553694628113829142,276,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553694808347282710,277,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553700907481894166,278,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553705922326056214,279,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553706240078007574,280,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553706720183373059,281,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553712342454816022,282,False,7,0.0,False,0.0,0,False,False,False,False,False,False,,False,False
7553718415417019670,283,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553721366533410050,284,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553725726755687682,285,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553726341066067222,286,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553726375790759190,287,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553732047362084118,288,False,6,0.0,False,0.0,0,False,False,,False,False,,False,False,False
7553734310398856470,289,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553743364034727190,290,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553744733680553238,291,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553755334930631958,292,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553764118222654742,293,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553770397154430230,294,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553945367012838678,295,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553952227245837571,296,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553955728420048150,297,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
7553957708748115222,298,False,8,0.0,False,0.0,0,True,False,False,False,False,False,False,False,False
